city,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
warszawa,38.0,2.0,2.0,4.0,1938.0,52.22603818,21.02387309,1.52,52.0,0.283,0.58,0.345,0.386,0.09,0.754,0.123,condominium,no,no,,no,no,869000
warszawa,127.0,4.0,4.0,6.0,1954.0,52.24906,21.01135,2.0,84.0,0.143,0.485,0.057,0.465,0.027,0.151,0.057,condominium,no,no,no,no,yes,2250000
warszawa,55.0,4.0,3.0,4.0,1970.0,52.2937236,21.04061718,7.34,21.0,0.271,0.413,0.328,0.159,0.258,2.479,0.219,condominium,no,yes,no,no,yes,750000
warszawa,46.2,3.0,,11.0,1967.0,52.20843055,20.99929998,2.61,14.0,0.185,0.526,0.221,0.258,0.335,0.317,0.12,cooperative,no,no,yes,no,yes,880000
warszawa,53.0,2.0,3.0,6.0,2019.0,52.24326815,20.89750997,7.33,14.0,0.847,0.286,0.832,0.235,0.141,2.928,0.135,condominium,yes,yes,yes,no,no,908950
warszawa,50.9,2.0,1.0,5.0,1938.0,52.23684335,20.98225085,1.56,57.0,0.247,0.519,0.52,0.052,0.058,1.0,0.252,condominium,no,no,yes,no,yes,1420000
warszawa,53.0,2.0,3.0,9.0,2009.0,52.1762467020223,20.9937391636743,6.2,26.0,0.531,0.159,0.709,0.367,0.1,1.893,0.138,condominium,yes,yes,yes,yes,no,990000
warszawa,65.0,3.0,6.0,12.0,1976.0,52.2038351,20.9654321,4.04,17.0,0.225,0.892,0.644,0.424,0.234,1.224,0.048,cooperative,yes,yes,yes,no,no,925000
warszawa,63.5,3.0,6.0,6.0,2016.0,52.229349,20.888851,7.82,15.0,0.446,1.354,0.908,0.16,0.219,3.839,0.467,condominium,yes,yes,yes,no,yes,1199000
warszawa,78.28,3.0,1.0,2.0,2009.0,52.2305489,20.930645,4.97,12.0,0.69,1.009,0.737,0.09,0.076,1.095,0.14,condominium,yes,yes,yes,no,no,1750000
warszawa,65.3,3.0,9.0,10.0,1976.0,52.2026655,20.96629812,4.11,16.0,0.286,0.779,0.664,0.355,0.095,1.351,0.133,cooperative,no,no,yes,no,yes,980000
warszawa,76.0,4.0,2.0,3.0,2023.0,52.2271377,21.1399978,9.31,6.0,0.204,2.709,0.006,0.201,0.256,2.55,0.709,condominium,yes,yes,no,no,no,999000
warszawa,84.0,3.0,6.0,19.0,,52.2463,21.0695,4.77,22.0,0.285,0.478,0.531,0.366,0.162,0.523,0.108,cooperative,no,no,no,no,no,1150000
warszawa,43.0,2.0,,5.0,2014.0,52.1378544,21.0291229,10.58,3.0,0.754,0.703,0.706,0.119,0.501,1.139,0.425,condominium,yes,no,yes,no,no,980000
warszawa,68.0,3.0,1.0,4.0,2022.0,52.194157,21.0346955,4.68,4.0,0.392,0.735,0.783,0.373,0.463,2.017,0.53,condominium,yes,no,yes,no,no,1355000
warszawa,46.2,2.0,2.0,10.0,,52.2823819,21.0653678,7.03,4.0,0.498,0.839,0.511,0.536,0.314,0.643,0.755,condominium,no,no,yes,no,no,832000
warszawa,37.7,2.0,2.0,2.0,,52.2628,21.0368,4.13,30.0,0.083,0.312,0.114,0.282,0.139,0.483,0.108,condominium,no,no,,no,no,756000
warszawa,38.03,2.0,1.0,4.0,2023.0,52.157869,21.0807072,9.75,11.0,0.76,1.73,0.648,0.324,0.04,2.066,0.38,condominium,yes,yes,yes,no,no,735000
warszawa,69.64,4.0,2.0,3.0,2014.0,52.1972325,20.87951695,9.28,12.0,0.675,2.749,0.618,0.166,0.135,,0.193,condominium,yes,yes,yes,no,no,1035000
warszawa,63.4,3.0,10.0,10.0,1986.0,52.13999,21.05798,10.85,28.0,0.301,0.241,0.116,0.346,0.136,1.063,0.06,condominium,no,yes,yes,no,yes,960000
warszawa,55.03,2.0,1.0,6.0,2017.0,52.2598891,20.9659241,4.05,37.0,0.25,0.058,0.124,0.019,0.188,0.734,0.235,condominium,yes,yes,yes,no,no,1370000
warszawa,58.1,4.0,4.0,4.0,2023.0,52.1888,20.91223,7.84,10.0,0.45,3.031,0.445,0.252,0.265,4.705,0.438,condominium,no,yes,yes,no,no,929600
warszawa,50.0,2.0,1.0,3.0,,52.2333751,20.9571835,3.16,16.0,0.324,0.255,0.629,0.236,0.235,1.121,0.259,condominium,no,no,no,no,no,700000
warszawa,50.0,2.0,1.0,5.0,2000.0,52.2333751,20.9571835,3.16,16.0,0.324,0.255,0.629,0.236,0.235,1.121,0.259,condominium,no,yes,no,no,no,700000
warszawa,115.0,4.0,1.0,7.0,1931.0,52.23514,21.03515,2.18,26.0,0.354,0.363,0.334,0.424,0.138,0.826,0.097,condominium,no,no,yes,no,no,2875000
warszawa,46.15,2.0,1.0,3.0,2001.0,52.1365615,21.050275,11.05,15.0,0.228,0.216,0.585,0.295,0.254,1.183,0.083,cooperative,yes,yes,yes,no,no,895000
warszawa,47.0,2.0,6.0,7.0,2002.0,52.3323987,20.9358953,12.11,15.0,0.558,1.052,0.343,0.046,0.345,2.367,0.05,cooperative,yes,no,yes,no,no,650000
warszawa,31.76,1.0,4.0,8.0,2023.0,52.20473,20.93651,5.46,5.0,0.875,0.621,1.242,0.313,0.241,2.345,0.611,condominium,no,yes,yes,yes,no,625000
warszawa,56.0,3.0,3.0,15.0,,52.1942,21.0347,4.68,4.0,0.389,0.738,0.779,0.368,0.46,2.013,0.526,condominium,no,no,yes,no,no,848000
warszawa,65.3,3.0,9.0,10.0,1976.0,52.202636,20.9691775,3.99,18.0,0.222,0.605,0.527,0.386,0.154,1.364,0.065,cooperative,no,yes,yes,no,yes,980000
warszawa,45.54,2.0,1.0,1.0,2020.0,52.3509011,21.04407846,13.54,3.0,1.243,,1.1,0.22,0.641,,0.599,condominium,no,yes,yes,no,no,750000
warszawa,41.52,2.0,2.0,6.0,2017.0,52.2218655,20.94117194,4.39,33.0,0.463,0.196,0.199,0.102,0.096,0.533,0.359,condominium,yes,yes,yes,no,no,950000
warszawa,65.0,3.0,,,2020.0,52.15778776,20.99399328,8.25,4.0,1.418,0.537,0.299,0.31,0.509,3.462,0.629,condominium,yes,no,,no,no,1290000
warszawa,38.0,2.0,4.0,7.0,2016.0,52.2333751,20.9571835,3.16,16.0,0.324,0.255,0.629,0.236,0.235,1.121,0.259,condominium,yes,no,yes,yes,no,820000
warszawa,66.5,3.0,2.0,5.0,2015.0,52.2823819,21.0653678,7.03,4.0,0.498,0.839,0.511,0.536,0.314,0.643,0.755,condominium,yes,no,yes,no,no,1150000
warszawa,38.56,2.0,,6.0,2019.0,52.1951226,20.8837885,9.12,11.0,0.334,2.838,0.7,0.293,0.05,,0.123,condominium,no,no,yes,yes,no,730000
warszawa,69.0,4.0,2.0,2.0,2014.0,52.1951226,20.8837885,9.12,11.0,0.334,2.838,0.7,0.293,0.05,,0.123,condominium,yes,no,no,no,no,1035000
warszawa,34.5,1.0,,6.0,1958.0,52.194157,21.0346955,4.68,4.0,0.392,0.735,0.783,0.373,0.463,2.017,0.53,condominium,no,no,no,no,yes,654654
warszawa,66.0,3.0,10.0,12.0,1980.0,52.1935424,21.06395343,5.91,7.0,0.354,1.355,0.099,0.094,0.108,3.672,0.353,condominium,no,no,yes,no,no,909000
warszawa,75.0,4.0,3.0,3.0,1994.0,52.16087,21.02043,7.96,10.0,0.435,0.948,0.125,0.292,0.247,2.203,0.136,condominium,no,yes,no,yes,yes,1090000
warszawa,68.45,3.0,,10.0,1980.0,52.25806215,20.92301949,6.22,19.0,0.25,0.302,0.62,0.271,0.336,1.797,0.246,condominium,no,no,yes,no,no,1060000
warszawa,59.64,3.0,1.0,8.0,1975.0,52.27335285,20.92660153,6.99,20.0,0.229,0.755,0.392,0.158,0.239,0.984,0.303,cooperative,yes,yes,yes,no,yes,749000
warszawa,49.0,2.0,1.0,4.0,1951.0,52.20232,21.02302,3.53,38.0,0.388,0.217,0.318,0.407,0.059,0.81,0.09,condominium,no,no,no,yes,no,839000
warszawa,31.09,1.0,5.0,5.0,2014.0,52.255,20.96686,3.6,15.0,0.535,0.406,0.171,0.28,0.102,0.945,0.569,condominium,no,yes,yes,yes,no,865000
warszawa,51.0,2.0,3.0,3.0,2016.0,52.27888,21.08797,7.78,1.0,1.154,2.423,0.925,0.886,0.56,0.956,0.49,condominium,no,no,no,no,no,880000
warszawa,82.45,3.0,3.0,4.0,1931.0,52.2616301,20.993713,3.39,36.0,0.109,0.279,0.398,0.174,0.07,0.117,0.043,condominium,yes,yes,no,no,yes,1998000
warszawa,99.58,3.0,6.0,18.0,2009.0,52.23021315,20.9699964,2.29,31.0,0.168,0.484,0.47,0.304,0.037,1.72,0.128,condominium,yes,yes,yes,no,yes,2050000
warszawa,94.8,3.0,2.0,4.0,2009.0,52.1745459,21.0465237,7.0,12.0,0.337,0.404,0.961,0.348,0.25,2.721,0.273,condominium,yes,no,yes,no,yes,2203000
warszawa,50.0,2.0,8.0,10.0,1974.0,52.26835,20.96469,4.86,11.0,0.245,0.692,0.776,0.047,0.53,0.267,0.149,condominium,no,no,yes,no,no,799000
warszawa,54.9,3.0,7.0,12.0,1976.0,52.3,21.0403,7.99,10.0,0.183,1.091,0.491,0.194,0.341,2.85,0.139,condominium,no,yes,yes,yes,no,750000
warszawa,50.7,3.0,1.0,10.0,,52.24039,21.08536,5.65,40.0,0.152,0.525,0.074,0.247,0.168,0.339,0.074,condominium,no,no,yes,no,yes,860000
warszawa,81.2,3.0,1.0,4.0,2018.0,52.15353,21.07345,9.91,3.0,0.429,1.258,0.84,0.527,0.514,1.44,0.248,condominium,yes,yes,yes,yes,no,1400000
warszawa,55.93,3.0,2.0,3.0,1964.0,52.23467,20.94587,3.94,20.0,0.127,0.267,0.463,0.14,0.336,0.94,0.283,condominium,no,yes,no,no,yes,840000
warszawa,48.0,3.0,9.0,10.0,,52.20843645,20.99953401,2.6,14.0,0.169,0.535,0.22,0.272,0.342,0.316,0.111,condominium,no,no,yes,no,no,890000
warszawa,51.9,2.0,3.0,3.0,1961.0,52.20734745,20.96898001,3.59,23.0,0.16,0.611,0.355,0.211,0.093,0.844,0.222,condominium,no,no,no,no,yes,885000
warszawa,32.0,2.0,10.0,10.0,1964.0,52.2315,21.0004,0.22,63.0,0.112,0.069,0.223,0.128,0.063,0.651,0.133,cooperative,yes,no,yes,yes,yes,767000
warszawa,35.5,2.0,4.0,9.0,1954.0,52.26144,20.98623,3.51,32.0,0.104,0.179,0.446,0.349,0.308,0.084,0.481,condominium,no,no,yes,yes,yes,629000
warszawa,54.31,3.0,,10.0,1973.0,52.2359599,20.935093,4.69,15.0,0.088,0.884,0.148,0.254,0.387,1.156,0.242,cooperative,no,yes,yes,no,yes,699000
warszawa,54.9,3.0,7.0,10.0,1970.0,52.2750619,20.9399516,6.48,30.0,0.1,0.198,0.172,0.099,0.144,0.253,0.168,cooperative,no,yes,yes,no,yes,796000
warszawa,58.0,2.0,7.0,8.0,1984.0,52.22743,21.01762,1.07,111.0,0.146,0.427,0.245,0.138,0.013,0.436,0.201,condominium,no,yes,yes,yes,yes,1130000
warszawa,42.0,2.0,1.0,10.0,1979.0,52.19176,20.86732,10.29,7.0,0.462,3.709,0.432,0.234,0.5,4.458,0.35,condominium,no,yes,yes,no,yes,710000
warszawa,60.11,3.0,3.0,3.0,2020.0,52.27718,21.08886,7.7,4.0,1.321,2.528,1.12,0.881,0.476,1.09,0.413,condominium,no,no,no,no,no,1160000
warszawa,76.45,4.0,4.0,6.0,2018.0,52.25969,20.97566,3.64,31.0,0.183,0.209,0.407,0.167,0.061,0.32,0.089,condominium,no,no,yes,yes,no,2165000
warszawa,35.0,1.0,1.0,3.0,2002.0,52.3268,20.9361,11.53,13.0,0.297,0.741,0.151,0.183,0.273,1.841,0.275,condominium,yes,yes,no,no,yes,500000
warszawa,115.0,4.0,8.0,11.0,2001.0,52.2373307,21.0029647,0.63,50.0,0.236,0.392,0.571,0.214,0.035,0.615,0.208,condominium,yes,no,yes,no,no,2690000
warszawa,42.5,2.0,2.0,4.0,,52.1835,21.0505,6.24,17.0,0.121,0.478,0.198,0.209,0.159,3.357,0.201,condominium,no,no,,no,no,750000
warszawa,44.07,2.0,1.0,11.0,2017.0,52.2332026,20.9700925,2.29,35.0,0.314,0.183,0.261,0.311,0.137,1.841,0.104,condominium,yes,yes,yes,no,no,950000
warszawa,45.0,2.0,5.0,10.0,1973.0,52.2346749,21.0329059,2.03,32.0,0.251,0.251,0.376,0.323,0.042,0.665,0.145,condominium,no,yes,yes,no,no,835000
warszawa,73.5,4.0,,3.0,1980.0,52.22353,21.0831,5.49,11.0,0.339,0.862,0.587,0.187,0.42,1.197,0.221,condominium,no,yes,no,no,no,1095000
warszawa,55.93,3.0,2.0,3.0,,52.2333751,20.9571835,3.16,16.0,0.324,0.255,0.629,0.236,0.235,1.121,0.259,condominium,yes,yes,no,no,yes,840000
warszawa,57.0,3.0,4.0,15.0,1984.0,52.18067,21.01689,5.75,18.0,0.427,0.414,0.279,0.161,0.269,1.581,0.359,condominium,no,yes,yes,no,yes,859000
warszawa,56.0,3.0,8.0,11.0,1976.0,52.17686482,21.0482414,6.82,13.0,0.059,0.544,0.842,0.297,0.133,2.961,0.258,condominium,no,yes,no,no,yes,775000
warszawa,68.77,3.0,7.0,10.0,1982.0,52.14118,21.04696,10.49,22.0,0.093,0.357,0.225,0.132,0.22,0.64,0.494,condominium,yes,yes,yes,no,yes,990000
warszawa,56.08,2.0,2.0,9.0,2000.0,52.14425,21.05689,10.38,34.0,0.263,0.262,0.199,0.14,0.028,0.734,0.026,condominium,no,yes,yes,no,no,897000
warszawa,44.1,2.0,5.0,7.0,2001.0,52.18329,20.8685,10.66,3.0,0.948,4.0,1.288,0.164,0.092,3.909,1.275,condominium,no,yes,no,no,no,699000
warszawa,63.6,3.0,1.0,4.0,1974.0,52.17552,21.05768,7.26,12.0,0.202,0.425,0.193,0.108,0.196,2.812,0.331,condominium,no,yes,no,no,yes,915840
warszawa,46.36,2.0,4.0,4.0,1933.0,52.194157,21.0346955,4.68,4.0,0.392,0.735,0.783,0.373,0.463,2.017,0.53,cooperative,no,no,,no,no,855000
warszawa,76.0,4.0,4.0,13.0,2009.0,52.2103359,20.9712206,3.24,31.0,0.251,0.271,0.307,0.108,0.247,0.584,0.136,condominium,yes,no,yes,no,no,1669000
warszawa,78.5,3.0,4.0,13.0,2009.0,52.2103359,20.9712206,3.24,31.0,0.251,0.271,0.307,0.108,0.247,0.584,0.136,condominium,yes,no,yes,no,no,1770000
warszawa,84.0,4.0,1.0,3.0,1993.0,52.2409067,20.9113297,6.36,15.0,0.505,0.206,0.353,0.543,0.031,2.048,0.155,condominium,no,no,no,no,no,1159000
warszawa,63.8,3.0,3.0,3.0,,52.2463,21.0695,4.77,22.0,0.285,0.478,0.531,0.366,0.162,0.523,0.108,condominium,no,no,,no,no,829000
warszawa,42.5,2.0,,4.0,1985.0,52.1378544,21.0291229,10.58,3.0,0.754,0.703,0.706,0.119,0.501,1.139,0.425,cooperative,no,no,,no,no,810000
warszawa,35.17,2.0,2.0,4.0,1955.0,52.1985953,21.0070635,3.69,23.0,0.147,0.615,0.314,0.113,0.179,0.753,0.123,condominium,no,no,,no,no,910000
warszawa,38.4,2.0,5.0,6.0,1955.0,52.2404817,20.9956716,1.11,59.0,0.079,0.289,0.44,0.217,0.048,0.177,0.194,condominium,no,no,yes,no,yes,749000
warszawa,87.43,3.0,3.0,4.0,2010.0,52.15961545,21.06661443,9.1,17.0,0.109,0.851,0.306,0.186,0.413,1.384,0.438,condominium,yes,no,yes,no,no,1690000
warszawa,56.8,2.0,3.0,6.0,2003.0,52.19346,20.90081,8.19,21.0,0.324,2.829,0.249,0.204,0.056,4.71,0.06,condominium,no,yes,yes,yes,no,849000
warszawa,41.2,2.0,3.0,3.0,1948.0,52.2602632,21.03833255,3.96,34.0,0.193,0.439,0.201,0.22,0.153,0.394,0.273,condominium,no,yes,no,no,no,735000
warszawa,46.6,2.0,9.0,10.0,1977.0,52.2448552,21.077299,5.23,45.0,0.169,1.031,0.218,0.306,0.122,0.111,0.138,cooperative,no,no,yes,no,yes,759000
warszawa,26.0,1.0,2.0,6.0,2020.0,52.2535095090554,21.0818481225791,5.86,9.0,0.442,0.714,0.856,0.158,0.019,0.832,0.314,condominium,no,yes,yes,yes,no,565000
warszawa,55.0,4.0,3.0,4.0,1970.0,52.2942714617443,21.0406718997619,7.4,24.0,0.235,0.468,0.28,0.103,0.279,2.509,0.245,condominium,no,yes,no,no,yes,750000
warszawa,77.0,3.0,7.0,7.0,2023.0,52.18392,20.99737,5.33,20.0,0.482,0.141,0.715,0.036,0.059,1.009,0.152,condominium,no,yes,yes,yes,no,1600000
warszawa,76.4,4.0,1.0,3.0,1980.0,52.1365391,21.0503,11.05,15.0,0.231,0.219,0.586,0.297,0.257,1.186,0.082,condominium,yes,yes,no,no,yes,1200000
warszawa,33.78,1.0,1.0,7.0,2023.0,52.20128455,20.88643172,8.67,10.0,0.386,2.136,1.047,0.324,0.429,4.847,0.58,condominium,no,yes,yes,no,no,603000
warszawa,41.0,2.0,,2.0,1948.0,52.24595375,21.01941875,1.92,29.0,0.124,0.993,0.474,0.069,0.216,0.124,0.144,condominium,no,no,no,no,yes,990000
warszawa,39.4,2.0,4.0,10.0,2006.0,52.2895667,21.0304363,6.69,21.0,0.244,0.132,0.057,0.325,0.066,2.589,0.04,condominium,yes,no,yes,no,no,910000
warszawa,56.3,2.0,,10.0,1980.0,52.1493584,21.04992418,9.69,31.0,0.276,0.256,0.255,0.347,0.113,0.238,0.107,condominium,no,yes,yes,no,yes,980000
warszawa,112.0,4.0,3.0,4.0,1926.0,52.2180142,21.004625,1.52,8.0,0.204,0.534,0.203,0.057,0.071,0.55,0.602,cooperative,yes,yes,yes,no,no,2632000
warszawa,43.0,2.0,1.0,4.0,1968.0,52.2247096,21.0952054,6.29,20.0,0.243,0.272,0.356,0.146,0.282,1.789,0.198,condominium,no,yes,no,no,no,698000
warszawa,47.86,2.0,3.0,4.0,1959.0,52.2061815,21.04398443,3.96,19.0,0.265,0.476,0.62,0.283,0.397,1.953,0.139,condominium,no,yes,no,no,yes,759000
warszawa,57.7,2.0,1.0,11.0,1979.0,52.2814662,20.93650135,7.17,18.0,0.294,0.564,0.111,0.22,0.474,0.505,0.361,cooperative,no,yes,yes,no,yes,925000
warszawa,67.7,3.0,2.0,3.0,1989.0,52.17755,21.06593,7.37,11.0,0.489,0.973,0.42,0.412,0.073,3.146,0.293,condominium,no,yes,no,no,yes,1050000
warszawa,63.4,3.0,6.0,6.0,2016.0,52.2290279,20.88864164,7.83,13.0,0.457,1.331,0.925,0.145,0.192,3.85,0.484,condominium,yes,yes,yes,no,no,1190000
warszawa,73.0,3.0,,4.0,2009.0,52.24952705,20.89394136,7.72,10.0,0.775,0.134,0.315,0.48,0.154,3.183,0.158,condominium,yes,no,yes,no,no,1279000
warszawa,49.0,2.0,2.0,4.0,1970.0,52.2313,20.9544,3.35,8.0,0.321,0.207,0.843,0.119,0.426,0.824,0.558,condominium,yes,yes,no,no,yes,712000
warszawa,67.0,3.0,2.0,2.0,2023.0,52.20824,20.92774,5.79,6.0,0.726,1.117,0.746,0.181,0.579,2.303,0.583,condominium,no,yes,yes,yes,no,1519000
warszawa,56.0,3.0,3.0,4.0,2012.0,52.21857435,20.89444697,7.57,5.0,0.738,0.313,0.311,0.251,0.418,3.54,0.715,condominium,no,yes,yes,no,no,1050000
warszawa,67.0,3.0,1.0,10.0,2005.0,52.1884,21.0111,4.84,14.0,0.228,0.391,0.592,0.412,0.352,0.678,0.426,condominium,no,yes,yes,yes,no,1335000
warszawa,26.7,2.0,7.0,16.0,1969.0,52.2372685,20.9902368,1.1,75.0,0.142,0.322,0.337,0.288,,0.587,0.214,cooperative,no,yes,yes,no,no,685000
warszawa,43.0,2.0,1.0,5.0,2014.0,52.1322796,21.0714381,11.99,36.0,0.137,0.278,0.158,0.264,0.052,0.698,0.098,condominium,yes,yes,yes,no,yes,980000
warszawa,63.7,3.0,5.0,5.0,2021.0,52.23984,21.15513,10.36,8.0,0.311,2.881,0.587,0.093,0.496,3.101,0.013,condominium,yes,yes,yes,yes,no,1249900
warszawa,56.37,2.0,3.0,8.0,2009.0,52.1743536,20.99984802,6.38,29.0,0.248,0.06,0.521,0.456,0.064,2.001,0.01,condominium,yes,yes,yes,no,no,1300000
warszawa,45.2,2.0,4.0,6.0,2003.0,52.25043915,21.03319597,2.9,33.0,0.158,0.937,0.136,0.119,0.006,0.683,0.283,condominium,yes,no,yes,no,no,949000
warszawa,69.57,3.0,5.0,8.0,2021.0,52.2823819,21.0653678,7.03,4.0,0.498,0.839,0.511,0.536,0.314,0.643,0.755,condominium,yes,no,yes,no,no,1245000
warszawa,58.0,2.0,1.0,11.0,,52.2933234,20.928664,8.54,10.0,0.384,0.756,0.882,0.356,0.402,1.927,0.246,cooperative,no,no,yes,no,yes,925000
warszawa,34.0,2.0,,3.0,1955.0,52.2333751,20.9571835,3.16,16.0,0.324,0.255,0.629,0.236,0.235,1.121,0.259,condominium,no,no,no,no,no,620000
warszawa,50.0,3.0,1.0,4.0,1970.0,52.2823819,21.0653678,7.03,4.0,0.498,0.839,0.511,0.536,0.314,0.643,0.755,condominium,yes,no,no,no,yes,815000
warszawa,57.4,2.0,1.0,10.0,2002.0,52.2823819,21.0653678,7.03,4.0,0.498,0.839,0.511,0.536,0.314,0.643,0.755,condominium,no,no,yes,yes,no,990000
warszawa,71.0,3.0,,4.0,2017.0,52.1561298,21.1116284,11.18,0.0,1.358,3.744,1.033,1.597,1.01,3.27,1.118,condominium,yes,no,yes,yes,no,1206645
warszawa,48.0,3.0,3.0,4.0,1962.0,52.2693286,20.9818745,4.44,41.0,0.12,0.128,0.078,0.046,0.125,0.75,0.181,cooperative,no,no,,no,no,895000
warszawa,42.0,2.0,10.0,10.0,1973.0,52.1805075,21.0514908,6.56,11.0,0.352,0.735,0.531,0.063,0.49,3.35,0.114,condominium,no,yes,no,no,yes,589000
warszawa,49.51,2.0,1.0,3.0,1953.0,52.2606589,21.0281321,3.63,39.0,0.193,0.325,0.206,0.135,0.106,0.193,0.113,condominium,no,no,no,no,yes,717000
warszawa,60.0,3.0,,4.0,1978.0,52.16148,21.03219,8.05,19.0,0.082,0.183,0.307,0.094,0.225,1.879,0.245,condominium,no,no,no,no,yes,780000
warszawa,60.55,2.0,,10.0,2010.0,52.23957,20.90279,6.92,21.0,0.404,0.289,0.484,0.236,0.091,2.648,0.141,condominium,no,yes,yes,yes,no,1300000
warszawa,72.13,3.0,,4.0,2010.0,52.1660612,21.0747743,8.77,24.0,0.659,1.531,0.145,0.11,0.176,2.29,0.275,condominium,no,no,yes,no,no,1280000
warszawa,69.64,3.0,2.0,3.0,2015.0,52.1979829,20.8777845,9.35,9.0,0.672,2.737,0.565,0.279,0.278,,0.333,condominium,no,yes,yes,no,yes,1035000
warszawa,85.17,3.0,1.0,3.0,2009.0,52.2376,21.13498,8.97,5.0,0.533,1.686,0.814,0.182,0.286,1.758,0.228,condominium,yes,yes,no,no,no,1175000
warszawa,35.21,2.0,4.0,4.0,1960.0,52.2259879,21.0123975,0.88,128.0,0.216,0.037,0.162,0.325,0.015,0.152,0.037,condominium,no,yes,no,no,yes,735000
warszawa,87.27,4.0,,4.0,2018.0,52.1799062,20.9478161,6.9,8.0,0.627,2.796,0.377,0.237,0.114,4.026,0.036,condominium,yes,no,yes,no,no,1832670
warszawa,39.0,2.0,5.0,5.0,2017.0,52.24554,20.90146,7.12,9.0,1.057,0.539,0.792,0.094,0.366,2.645,0.357,condominium,no,yes,yes,yes,no,750000
warszawa,147.8,6.0,3.0,5.0,2001.0,52.23788,21.02714,1.75,52.0,0.198,0.281,0.139,0.241,0.048,0.612,0.051,condominium,yes,no,yes,no,no,2941220
warszawa,58.5,2.0,4.0,6.0,2006.0,52.2434027,20.8985429,7.27,14.0,0.842,0.281,0.84,0.165,0.105,2.856,0.102,condominium,yes,yes,yes,no,no,949000
warszawa,37.7,2.0,,11.0,1970.0,52.2823819,21.0653678,7.03,4.0,0.498,0.839,0.511,0.536,0.314,0.643,0.755,condominium,no,no,yes,no,yes,649000
warszawa,95.54,4.0,3.0,6.0,2013.0,52.2256913,20.9481579,3.83,32.0,0.469,0.18,0.115,0.047,0.027,0.184,0.074,condominium,yes,yes,yes,no,no,2149000
warszawa,56.0,2.0,2.0,4.0,1938.0,52.2256,21.01983,1.3,79.0,0.145,0.352,0.41,0.131,0.03,0.507,0.27,condominium,no,no,,no,no,1490000
warszawa,47.34,3.0,2.0,3.0,1963.0,52.2025794,20.9742873,3.8,20.0,0.151,0.355,0.422,0.126,0.156,1.237,0.359,cooperative,no,yes,no,no,yes,850000
warszawa,42.5,2.0,1.0,4.0,1973.0,52.1817105,21.04841083,6.34,12.0,0.169,0.499,0.429,0.242,0.34,3.287,0.3,condominium,no,yes,no,no,yes,718000
warszawa,29.0,1.0,2.0,10.0,2000.0,52.1812162,21.0283914,5.86,15.0,0.318,0.187,0.546,0.575,0.104,2.1,0.148,condominium,yes,yes,yes,no,no,670000
warszawa,48.0,2.0,,8.0,1960.0,52.2466668,20.9865335,2.03,39.0,0.181,0.508,0.21,0.122,0.107,0.463,0.213,condominium,no,no,yes,no,yes,740000
warszawa,109.5,5.0,5.0,6.0,1930.0,52.2142208,21.0223452,2.33,27.0,0.162,0.399,0.116,0.235,0.101,0.841,0.052,condominium,yes,no,yes,no,no,2800000
warszawa,37.0,2.0,4.0,4.0,2002.0,52.2933234,20.928664,8.54,10.0,0.384,0.756,0.882,0.356,0.402,1.927,0.246,condominium,no,no,no,yes,no,674000
warszawa,81.0,4.0,10.0,12.0,1978.0,52.2823819,21.0653678,7.03,4.0,0.498,0.839,0.511,0.536,0.314,0.643,0.755,cooperative,yes,no,yes,yes,no,1043000
warszawa,41.1,2.0,,4.0,2012.0,52.1561298,21.1116284,11.18,0.0,1.358,3.744,1.033,1.597,1.01,3.27,1.118,condominium,yes,no,yes,yes,no,849000
warszawa,38.0,2.0,5.0,5.0,1982.0,52.194157,21.0346955,4.68,4.0,0.392,0.735,0.783,0.373,0.463,2.017,0.53,condominium,no,no,yes,no,no,670000
warszawa,36.3,2.0,,2.0,1956.0,52.1799062,20.9478161,6.9,8.0,0.627,2.796,0.377,0.237,0.114,4.026,0.036,condominium,no,no,no,no,yes,650000
warszawa,49.0,3.0,2.0,2.0,,52.2693286,20.9818745,4.44,41.0,0.12,0.128,0.078,0.046,0.125,0.75,0.181,condominium,no,no,,no,no,799000
warszawa,46.4,2.0,10.0,12.0,1985.0,52.1378544,21.0291229,10.58,3.0,0.754,0.703,0.706,0.119,0.501,1.139,0.425,condominium,no,no,yes,no,yes,850000
warszawa,49.0,2.0,2.0,6.0,2002.0,52.2827,20.9294,7.59,11.0,0.22,0.959,0.083,0.281,0.21,0.913,0.48,condominium,no,yes,yes,yes,no,960000
warszawa,49.91,2.0,2.0,12.0,1977.0,52.2241595,20.9031306,6.89,11.0,0.127,0.651,0.189,0.097,0.263,2.857,0.186,cooperative,no,no,yes,no,no,778596
warszawa,38.0,2.0,3.0,10.0,1970.0,52.23631967,21.06491996,4.21,25.0,0.249,0.515,0.384,0.059,0.102,0.403,0.169,condominium,no,yes,no,no,yes,755000
warszawa,57.9,3.0,3.0,13.0,1976.0,52.25336,20.98636,2.68,57.0,0.14,0.224,0.116,0.132,0.098,0.162,0.033,condominium,no,yes,no,no,yes,975000
